group,id,title,type,rarity,subtype,level,class,min_drop_level,implicit,explicit,lp_level,lp0_pct,lp1_pct,lp2_pct,lp3_pct,lp4_pct,lp_remarks,global_drop_reroll_chance,rune_of_ascendance_chance,vendor_cost,timeline,dungeon,arena,bossfight,related_ailments,related_abilities,lore
Regular Unique Items,165,Serpent'S Milk,Amulet,Unique,Jade Amulet,64,,,"(5% to 15%) increased Melee Attack Speed
(5% to 15%) increased Throwing Attack Speed","+ 200% Chance to apply Poison on Hit with Minion Skills
Minions deal 90% less Poison Damage multiplicative with other modifiers
(50% to 75%) increased Poison Damage
+ (5 to 7) Health Regen
+ (50% to 75%) Poison Resistance",64,76.31%,21.69%,1.94%,0.052%,0.000050%,,0%,7.1%,,"The Age of Winter Timeline (""Unique or Set Amulet"" echo rewards) - 7.1% chance",,,,Poison,,
Regular Unique Items,290,Apostate'S Sanctuary,Amulet,Unique,Bone Amulet,64,,,"+ (13% to 40%) Physical Resistance
+ (13% to 40%) Necrotic Resistance","+ (6 to 10) Vitality
+ 2 Health per Vitality
(36% to 48%) of Current Health and Ward lost when you directly cast a Spell
Health Leech is disabled for 4 seconds when you directly cast a Spell
+ 8 Ward per Second per 1% uncapped Physical Resistance while channelling Rebuke
(6% to 14%) more Damage to Bosses and Rare Enemies",64,76.31%,21.69%,1.94%,0.052%,0.000050%,,64%,2.56%,,"The Age of Winter Timeline (""Unique or Set Amulet"" echo rewards) - 2.56% chance",,,,,Rebuke,"""The gods serve only themselves, foolish mortals. They will not protect you. If you wish to survive, you must forge your own sanctuary."""
Regular Unique Items,56,Chimaera'S Essence,Amulet,Unique,Jade Amulet,22,,,"(5% to 15%) increased Melee Attack Speed
(5% to 15%) increased Throwing Attack Speed","(100% to 160%) increased Damage while Transformed
(6% to 12%) increased Movement Speed while Transformed
(-25% to -15%) to All Resistances while Transformed",70,79.56%,19.06%,1.35%,0.027%,0.000013%,,0%,7.1%,,"The Age of Winter Timeline (""Unique or Set Amulet"" echo rewards) - 7.1% chance",,,,,,"Shifting, Changing, Striking."
Regular Unique Items,59,Death Rattle,Amulet,Unique,Turquoise Amulet,36,,,"(5% to 35%) increased Minion Damage
(5% to 35%) increased Minion Critical Strike Chance","+ (35% to 65%) Minion Critical Strike Multiplier
+ (5 to 10) Intelligence
Your minions take (10 to 30) % increased damage
Regain 30 health on minion death
+ (1 to 3) to Level of Sacrifice",70,79.56%,19.06%,1.35%,0.027%,0.000013%,,0%,7.1%,,"The Age of Winter Timeline (""Unique or Set Amulet"" echo rewards) - 7.1% chance",,,,,Sacrifice,The rattle of the dying is the sound of weakness leaving the world.
Regular Unique Items,191,Devotion,Amulet,Unique,Gold Amulet,71,,,"+ (18% to 42%) Fire Resistance
+ (18% to 42%) Lightning Resistance","1% Increased Cast Speed with Smite per 2% Missing Mana If you have negative mana equal to 20% of your max mana then you have 120% missing mana
+ 1 Spell Damage with Smite per 5 Missing Mana If you have -40 current mana and 200 max mana then you have 240 missing mana
+ (3% to 15%) Endurance
(30% to 90%) Increased Healing Effectiveness
(30% to 90%) increased Lightning Damage
+ (3% to 15%) Lightning Penetration",71,80.1%,18.62%,1.26%,0.024%,0.000011%,,0%,7.1%,,"The Age of Winter Timeline (""Unique or Set Amulet"" echo rewards) - 7.1% chance",,,,,Smite,"Where your limits end, your faith's test begins."
Regular Unique Items,61,Orian'S Eye,Amulet,Unique,Oracle Amulet,76,,,(6% to 20%) less Damage Over Time Taken,"100% of Void Damage Taken as Fire
(15% to 10%) less Fire Damage Taken
+ (75 to 150) Mana
(75 to 150) % increased duration of stun immunity after being stunned",76,82.7%,16.39%,0.89%,0.013%,0.0000030%,,97%,0.21%,,"The Age of Winter Timeline (""Unique or Set Amulet"" echo rewards) - 0.21% chance",,,,,,The future burns within the prophetic lense.
Regular Unique Items,353,Nihilis,Amulet,Unique,Unbound Locket,80,,,"(1% to 12%) increased Health
(1% to 12%) increased Mana
(-4% to 8%) increased Movement Speed","+ (1 to 2) to Level of All Skills
(-20% to 50%) increased Mana Regen
(-10% to 20%) more Armor
(-5% to 15%) to All Resistances
(10% to 20%) of Current Health and Ward lost when you use Evade
(1.2 to 4) Seconds of Frenzy after you use Evade Frenzy is a buff that grants 20% increased attack and cast speed by default. It cannot stack.",80,84.72%,14.61%,0.65%,0.0072%,9.9E-7%,,,,,"Aberroth (Threshold of Eternity Woven Echo) - 14.29% chance (drops for host only)
Aberroth (Threshold of Eternity Woven Echo) - 14.29% chance (drops for host only)",,,Aberroth - 14.29% chance (drops for host only),Frenzy,"Evade (Primalist)
Evade (Mage)
Evade (Sentinel)
Evade (Acolyte)
Evade (Rogue)","From every void, every lost moment, the will of Orobyss echoes for eternity."
Regular Unique Items,164,Logi'S Hunger,Amulet,Unique,Bone Amulet,82,,,"+ (13% to 40%) Physical Resistance
+ (13% to 40%) Necrotic Resistance","+ (2% to 3%) Fire Critical Strike Chance
(5% to 8%) of Fire Damage Leeched as Health on Crit
(50% to 80%) Increased Leech Rate
+ (2% to 3%) Minion Critical Strike Chance
+ 2 to Level of Minion Fire Skills",82,85.71%,13.73%,0.55%,0.0053%,5.4E-7%,,,,,Volcanic Shaman (Spirits of Fire Timeline) - 6% chance (up to 48% chance with increased item rarity),,,,,,Rise! Through fire we are reborn.
Regular Unique Items,154,Eye Of Storms,Amulet,Unique,Brass Amulet,85,,,(5% to 15%) increased Cast Speed,"Cast Maelstrom every 3 seconds This consumes Maelstrom's mana cost
+ (33% to 45%) Cold Resistance
+ (33% to 45%) Lightning Resistance
(6% to 15%) Increased Lightning Damage per Active Maelstrom
+ (10 to 18) Lightning Melee Damage",85,87.17%,12.41%,0.42%,0.0033%,2.1E-7%,,,,,"Lagon, God of Storms (Ending the Storm Timeline, empowered only) - up to 45% chance with increased item rarity",,,,,Maelstrom,Torrential rain falls upon a dark and churning sea to the deafening sound of thunder and waves. The moon gleams from above and Lagon gazes from below as the centuries pass.
Regular Unique Items,397,Cocooned Amulet,Amulet,,,,,,,Contains a random unique amulet,,,,,,,,,,,,,,,,,
Regular Unique Items,130,Gambler'S Fallacy,Amulet,Unique,Ruby Amulet,1,,,+ (5 to 25) Health,"Your Skills gain +100% Critical Strike Chance if you have not dealt a Critical Strike Recently. Excludes Channeled Skills. Recently refers to the last 4 seconds.
50% less Critical Strike Chance if you have dealt a Critical Strike Recently Multiplicative with other modifiers
(10 to 15) Health Gain on Crit",,,,,,,Can't have Legendary Potential,,,,,,,,,,"Just means you're due for a big one, don't worry."
Regular Unique Items,425,Wildfire Embers,Primordial Amulet,Unique,Amber Amulet,70,,,+ (16 to 48) Mana,"Every second while in combat your ignites are spread among nearby enemies and you have a (32 to 36) % chance to create a Wildfire Wisp next to an ignited enemy
When you directly use a non-channeled Fire Skill each Wildfire Wisp within 12 metres has a (10 to 12) % chance to repeat the skill with an additional (240 to 300) % ignite chance Skills cast from Wildfire Wisps still count as you casting the skill and scale with your stats
Skills cast from Wildfire Wisps have + (60 to 100) % Fire Penetration with Ignite
+ (4% to 7%) Chance to Ignite on Hit per 10% uncapped Fire Resistance
+ (50% to 75%) Fire Resistance
(17% to 25%) increased Health",70,79.56%,19.06%,1.35%,0.027%,0.000013%,Primordial Unique item - only one Primordial item of any kind can be equipped at a time,,,"Skarven Bloodhorn
Ancient Bones x 24,500
Primordial Fang x 19
Crystallized Heart x 2",,,,Rift Beast - 0.01% chance (drop chance increases with evolution and greatly increases with corruption),Ignite,Wildfire Wisp,
Regular Unique Items,439,Truesight Glass,Primordial Amulet,Unique,Oracle Amulet,76,,,(6% to 20%) less Damage Over Time Taken,"Critical Strike Chance above 100% gives you a chance to deal Deadly Strikes (up to 40% chance)
Deadly Strikes count as Critical Strikes but have an additional 300% Critical Strike Multiplier
+ (20% to 50%) Critical Strike Multiplier
(6% to 10%) Increased Cooldown Recovery Speed
+ (60% to 100%) Critical Strike Avoidance",76,82.7%,16.39%,0.89%,0.013%,0.0000030%,Primordial Unique item - only one Primordial item of any kind can be equipped at a time,,,"Skarven Bloodhorn
Ancient Bones x 22,500
Primordial Horn x 28
Crystallized Heart x 1",,,,Rift Beast - 0.02% chance (drop chance increases with evolution and greatly increases with corruption),,,"Looking through the right glass can reveal the weaknesses of a foe, the gaps in its armor drawing the eye like resplendant orbs of gold."
Regular Unique Items,429,Blossom Of Immortal Stone,Primordial Amulet,Unique,Stone Amulet,80,,,"+ (11% to 15%) Endurance
+ (50 to 110) Endurance Threshold","100% of Void Damage Taken as Physical
100% of Necrotic Damage Taken as Physical
100% of Poison Damage Taken as Physical
(21% to 60%) increased Armor
(12% to 21%) of Armor Mitigation also applies to Damage over Time
+ (3 to 12) Attunement",80,84.72%,14.61%,0.65%,0.0072%,9.9E-7%,Primordial Unique item - only one Primordial item of any kind can be equipped at a time,,,,,,,"Rift Beast (Zone level 65+) - 0.02% chance (drop chance increases by 0.002% per evolution, by 0.015% per zone level and greatly increases with corruption)",,,Three petals unwithered by time
Regular Unique Items,410,Unearthed Memories,Relic,Unique,Defiled Bones,40,Acolyte,,(13% to 19%) increased Spell Damage,"Wandering Spirits is centered on a Gravestone at the targeted location instead of you
The Gravestone grants allies within 12 meters (10 to 15) % more necrotic damage over time against cursed enemies If Wandering Spirits is converted to another element, this buff is also converted. Multiple sources of this buff do not stack.
(13% to 19%) Increased Reveal Rate for Wandering Spirits
+ (8 to 12) Intelligence",30,56.02%,34.51%,8.61%,0.84%,0.013%,,,,,Overgrown Graveyard Woven Echo - 100% chance,,,,,Wandering Spirits,
Regular Unique Items,341,Cruelty,Relic,Unique,Defiled Bones,31,Acolyte,,(13% to 19%) increased Spell Damage,"+ (1 to 2) to Level of Sacrifice
Minions are automatically Sacrificed after 2 seconds. If you have any mana then (53 to 89) % of Sacrifice's mana cost is consumed. Otherwise this cast of Sacrifice deals 80% less damage (multiplicative with other modifiers)
(3% to 11%) increased Movement Speed
(11% to 23%) increased Minion Movement Speed
Your minions cannot be Stunned
+ (31 to 83) Mana",31,56.66%,34.22%,8.33%,0.79%,0.011%,,0%,4.88%,,"The Last Ruin Timeline (""Unique or Set Relic"" echo rewards) - 4.88% chance",,,,,Sacrifice,
Regular Unique Items,414,Downfall Of The Righteous,Relic,Unique,Cursed Bones,70,Acolyte,,"+ (13% to 45%) Fire Resistance
(13% to 63%) increased Curse Damage","(5% to 15%) increased Health
(0.1% to 0.3%) of Fire Damage Over Time Leeched as Health
(0.1% to 0.3%) of Necrotic Damage Over Time Leeched as Health
(25% to 100%) increased Curse Damage
Witchfire deals More Damage equal to 66% of your increased Curse Damage
While you have both Ignite Overload and Damned Overload, enemies within 10 meters are inflicted with Witchfire every second Witchfire is an ailment that deals 600 fire and 600 necrotic damage over 12 seconds. It cannot stack.",70,79.56%,19.06%,1.35%,0.027%,0.000013%,,20%,3.9%,,"The Last Ruin Timeline (""Unique or Set Relic"" echo rewards) - 3.9% chance",,,,Witchfire,,"They told me not to do it, now I know why"
Regular Unique Items,312,Box Of Hydrae,Relic,Unique,Runed Box,36,Mage,,+ (9% to 18%) Ward Retention,"+ (1 to 2) to Level of Runic Invocation
+ (9% to 18%) Fire Penetration with Fire Invocations Fire Invocations are invocations from Runic Invocation that have a fire tag
(9% to 18%) chance to Invoke Hydrahedron on kill with fire skills (9 second cooldown) Hydrahedron is an invocation normally cast by using Runic Invocation with the rune sequence Gon Rah Rah
(9% to 63%) increased Hydrahedron Area
(9% to 36%) increased Hydrahedron Cast Rate This increases the rate at which Hydrahedron casts its fire mortarts.
+ (9 to 18) Ward Gained on Hit with Hydrahedron
+ (18 to 108) Ward Decay Threshold",36,59.8%,32.65%,6.98%,0.56%,0.0057%,,0%,4.88%,,"The Last Ruin Timeline (""Unique or Set Relic"" echo rewards) - 4.88% chance",,,,,"Runic Invocation
Hydrahedron","Deep within her research of Geometromancy, Runemaster Heraclea was surprised to discover a shape that behaved as if it had many heads."
Regular Unique Items,182,Eye Of Orexia,Relic,Unique,Third Eye,36,Mage,,"+ (3% to 9%) Physical Resistance
+ (3% to 9%) Fire Resistance
+ (3% to 9%) Poison Resistance","(70% to 120%) Increased Volcanic Orb Damage
(44% to 70%) Increased Cooldown Recovery Speed for Volcanic Orb
(30% to 44%) Increased Volcanic Orb Speed
(22% to 30%) Increased Volcanic Orb Shrapnel Speed
(10% to 22%) increased Cast Speed",36,59.8%,32.65%,6.98%,0.56%,0.0057%,,0%,4.88%,,"The Last Ruin Timeline (""Unique or Set Relic"" echo rewards) - 4.88% chance",,,,,"Volcanic Orb
Shrapnel","From beneath the dormant volcano, the titan's eye flickers and turns staring into rock and magma."
Regular Unique Items,249,Diothaen'S Bloody Nib,Relic,Unique,Scrivening Quill,58,Mage,,+ (11 to 33) Ward per Second,"You are inflicted with bleed when you hit an enemy with Shatter Strike Hitting one enemy with both swings of Shatter Strike will result in two bleed stacks
+ 2% Cold Penetration with Shatter Strike per stack of bleed on you
+ 1 to Level of Shatter Strike
+ (4 to 8) Dexterity
(30% to 50%) increased Mana Regen
+ (15% to 25%) Critical Strike Multiplier",75,82.19%,16.84%,0.96%,0.014%,0.0000039%,,50%,2.44%,,"The Last Ruin Timeline (""Unique or Set Relic"" echo rewards) - 2.44% chance",,,,Bleed,Shatter Strike,"""Some say the pen is mightier than the sword. Sacrificing your blood to write the words, now there’s real power."" - Archmage Diothaen"
Regular Unique Items,403,Soul Of The Mountain,Relic,Unique,Living Seed,34,Primalist,,"(1% to 2.4%) of Damage Leeched as Health on Hit
(1% to 2.4%) of Minion Damage Leeched as Health on Hit","+ 1 Max Vale Spirits per 15 Attunement
Spirit Thorns has 3% less cast speed per Vale Spirit Multiplicative with other modifiers and with each other stack of this effect
Gain a Vale Spirit every second while in Spriggan Form When you cast Spirit Thorns, an additional thorn will be released from each Vale Spirit orbiting you. All Spirit Thorns are cast by you, not by the Vale Spirits.
(38% to 66%) increased Health Regen
+ (4% to 6%) Spell Critical Strike Chance
+ (18% to 36%) Physical Resistance
+ (18% to 36%) Poison Resistance",34,58.55%,33.29%,7.5%,0.64%,0.0075%,,,,,Draal Queen (Heart of the Hive Woven Echo) - 100% chance,,,,,"Vale Spirit
Spriggan Form
Spirit Thorns",
Regular Unique Items,207,Kelthan Blasting Agent,Relic,Unique,Oil Vial,38,Rogue,,"(26% to 44%) increased Fire Damage
+ (14% to 26%) Chance to apply Ignite on Hit","88% Reduced Decoy Duration
(100% to 160%) Increased Cooldown Recovery Speed for Decoy
+ (40% to 48%) Chance to apply Ignite on Throwing Hit
(80% to 120%) Increased Ignite Duration
+ (12% to 18%) Fire Penetration",10,42.86%,38.85%,15.51%,2.64%,0.13%,,0%,4.88%,,"The Last Ruin Timeline (""Unique or Set Relic"" echo rewards) - 4.88% chance",,,,Ignite,Decoy,Overseer Nicovus had little patience for the traditional mining techniques of his living predecessors. The empire would delve deep and it would delve fast.
Regular Unique Items,291,Pillager'S Gold,Relic,Unique,Stolen Tithe,35,Rogue,,"(1% to 2%) of Damage Leeched as Health on Hit
(10% to 20%) increased Damage Leeched as Health","(50% to 85%) Increased Leech Rate
(5% to 8%) more Damage to Ignited Enemies
+ 1 Throwing Fire Damage with Burning Daggers per 2% increased chance to find potions
(35% to 50%) chance to throw a Burning Dagger on hit (1 second cooldown)
100% Chance to throw a Burning Dagger when you drink a Potion",15,46.23%,38.08%,13.59%,2.03%,0.078%,,0%,4.88%,,"The Last Ruin Timeline (""Unique or Set Relic"" echo rewards) - 4.88% chance",,,,Ignite,Burning Dagger,"The mercenary guilds of Skalnir care naught for the destruction they leave in their wake, as long as their pay is fair and they can take a cut of the spoils."
Regular Unique Items,281,Vortex Pennant,Relic,Unique,Mournful Pennant,12,Sentinel,,"+ (15 to 25) Health
(3 to 5) Health Gain on Melee Hit","You throw an axe at a nearby enemy every second while channelling Warpath
2% increased Axe Throw Frequency per 10% increased physical damage Generic increased damage is counted. Increased melee physical damage and increased throwing physical damage are not counted. More physical damage affects this multiplicatively. Attributes have no effect on it.
+ 1 to Level of Warpath
+ 1 to Level of Throwing Skills
(24% to 124%) Increased Physical Damage while Dual Wielding",12,44.22%,38.57%,14.73%,2.38%,0.11%,,0%,4.88%,,"The Last Ruin Timeline (""Unique or Set Relic"" echo rewards) - 4.88% chance",,,,,"Warpath
Axe Throw",
Regular Unique Items,68,Grimoire Of Necrotic Elixirs,Relic,Unique,Reliquary Grimoire,1,,,"+ (30 to 40) Health
(12% to 2%) reduced Health Regen","+ (2 to 4) Vitality
5% of Current Health Drained per Second for 4 seconds when you use a Potion
(30 to 40) % less void, necrotic, and poison damage taken for 4 seconds on potion use Multiplicative with other modifiers
+ (30 to 40) necrotic damage to melee attacks and spells for 4 seconds on potion use",0,36%,39.68%,19.7%,4.25%,0.37%,,0%,4.88%,,"The Last Ruin Timeline (""Unique or Set Relic"" echo rewards) - 4.88% chance",,,,,,Take a quaff from draught of undeath.
Regular Unique Items,107,Murama'S Hilt,Relic,Unique,Broken Hilt,46,,,(5% to 7%) increased Melee Attack Speed,"(85% to 130%) increased Curse Damage
(30% to 50%) increased Curse Cast Speed
(4 to 6) Mana Gained when you use Harvest",20,49.54%,37.08%,11.79%,1.54%,0.044%,,0%,4.88%,,"The Last Ruin Timeline (""Unique or Set Relic"" echo rewards) - 4.88% chance",,,,,Harvest,"Xenath broke his father's sword, casting away the cursed blade in resentment of his harsh master, and keeping the hilt as a reminder of his loving parent."
Regular Unique Items,70,Soulfire,Relic,Unique,Grave Lantern,34,,,+ (10% to 30%) Chance to apply Ignite on Hit,"(6% to 10%) more Spell Damage to Ignited Enemies
+ (100 to 160) % Chance to Ignite on Hit with Fire Skills and Necrotic Skills
60% increased fire damage if you have killed an enemy recently Recently refers to the last 4 seconds
100% increased armor while ignited
100% of Hungering Souls Base Damage Converted to Fire
Hungering Souls Ignite on Hit instead of Possessing",20,49.54%,37.08%,11.79%,1.54%,0.044%,,0%,4.88%,,"The Last Ruin Timeline (""Unique or Set Relic"" echo rewards) - 4.88% chance",,,,"Ignite
Possess",Hungering Souls,The souls of the damned burn with eternal fire.
Regular Unique Items,67,Tome Of Elements,Relic,Unique,Reliquary Text,1,,,+ (6 to 10) Mana,"2% of Elemental Damage Leeched as Health
+ (15 to 45) % chance to chill, shock, and ignite on hit with elemental skills Elemental refers to fire, cold, and lightning
(10 to 15) % increased chill, shock, and ignite duration",20,49.54%,37.08%,11.79%,1.54%,0.044%,,0%,4.88%,,"The Last Ruin Timeline (""Unique or Set Relic"" echo rewards) - 4.88% chance",,,,"Ignite
Chill
Shock",,The power of the elements is greatest in their most primal state.
Regular Unique Items,108,Melvern'S Writ,Relic,Unique,Lost Journal,48,,,"+ (4% to 6%) Cold Resistance
+ (4% to 6%) Fire Resistance","+ 1 Crossbow Mercenaries Mercenaries are minions and are resummoned after a while if they die.
(70% to 90%) increased Minion Bow Damage
+ (2% to 3%) Minion Bow Critical Strike Chance
(20% to 40%) Increased Chance To Find Potions
+ (6 to 8) Dexterity",20,49.54%,37.08%,11.79%,1.54%,0.044%,,60%,1.95%,,"The Last Ruin Timeline (""Unique or Set Relic"" echo rewards) - 1.95% chance",,,,,Recruit Mercenary,"""If Liath will not afford me guards I will purchase my own. Deliver this writ to Skalnir, along with the gold, and bring me back enough mercenaries to secure caravans to Vul'Kaur."" - Trade Prince Melvern"
Regular Unique Items,81,Ucenui'S Sphere,Relic,Unique,Navigation Orb,61,,,"(20% to 40%) increased Cold Damage
(20% to 40%) increased Lightning Damage","+ (20 to 40) Mana
+ (20 to 40) % Cold and Lightning Resistance
100% Chance to Cast Water Orb when you hit a Boss or Rare Enemy (3 second cooldown)
3 Water Orbs per cast if your Attunement is Equal to your Intelligence
20% increased Cold and Lightning Damage for each Water Orb you have cast in the past 12 seconds Bonus Water Orbs also apply this buff",30,56.02%,34.51%,8.61%,0.84%,0.013%,,0%,4.88%,,"The Last Ruin Timeline (""Unique or Set Relic"" echo rewards) - 4.88% chance",,,,,Water Orb,"Ucenui the navigator used his water magic to explore the vast ocean beyond the Isle of Storms. His fate is unknown, but his instrument remains."
Regular Unique Items,267,Ashes Of Orchirian,Relic,Unique,Overgrowth Bloom,45,,,"+ 3 Attunement
+ 5% to All Resistances","8% increased Mana Regen
13% Increased Cast Speed with Physical and Fire Spells
21% Increased Critical Strike Chance with Physical and Fire Spells
34% Increased Stun Chance with Physical and Fire Spells
55% increased Health Regen
89% increased Physical and Fire Damage",45,65.33%,29.47%,4.91%,0.29%,0.0015%,,,,,,"Grin the Soul Gambler (Soulfire Bastion Dungeon)
Tier 1: 3% chance
Tier 2: 4% chance
Tier 3: 5% chance
Tier 4: 6% chance",,,,,
Regular Unique Items,268,Bloodkeeper'S Nest,Relic,Unique,Blood Encased Hive,70,,,+ (6 to 10) Bees per 10 seconds while in Spriggan Form,"Bees gain an additional (12 to 16) health and (7 to 12) % increased damage per point of your Attunement This is an addition to its normal Attunement scaling
Bleed inflicted by Bees has (6 to 8) % Physical Penetration per point of your Strength
When you directly cast Thorn Shield, the nearest Bee also gains Thorn Shield
+ (32% to 56%) Chance to apply Frailty on hit for Bees
Minions leech 4% of Physical Damage as Health The health is restored to the minion that dealt the damage, not to you
Minions cannot deal Critical Strikes",60,74.08%,23.42%,2.43%,0.078%,0.00011%,,60%,1.95%,,"The Last Ruin Timeline (""Unique or Set Relic"" echo rewards) - 1.95% chance",,,,"Frailty
Bleed","Summon Bee
Spriggan Form
Thorn Shield",
Regular Unique Items,71,Valdyr'S Chalice,Relic,Unique,Silver Grail,64,,,+ (10 to 25) Mana,"100% of Damage Reflected
+ (40% to 50%) Chance to apply Bleed on Hit
(40% to 50%) Increased Bleed Duration
2% of Physical Damage Over Time Leeched as Health
20 Health gained on Kill per stack of Bleed on the Target",64,76.31%,21.69%,1.94%,0.052%,0.000050%,,60%,1.95%,,"The Last Ruin Timeline (""Unique or Set Relic"" echo rewards) - 1.95% chance",,,,Bleed,,The blood within is said to reflect the drinker's true face.
Regular Unique Items,241,Vessel Of Strife,Relic,Unique,Silver Grail,86,,,+ (10 to 25) Mana,"(20% to 30%) of Health Regen also applies to Ward
+ (40% to 66%) Ward Retention
+ (40 to 66) Mana
+ (4 to 6) Void Spell Damage
(40% to 66%) increased Void Damage",70,0%,98.62%,1.35%,0.027%,0.000013%,,,,,,"Chronomancer Julra (Temporal Sanctum Dungeon)
Tier 1: -
Tier 2: -
Tier 3: -
Tier 4: 7.41% chance",,,,,"The durance of strife is an impossible task. Boiling within, despair's sole fate is to erupt and envelop its vessel."
Regular Unique Items,163,Herkir'S Vessel,Relic,Unique,Copper Chalice,76,,,+ (2 to 3) Health Regen,"(60% to 100%) increased Fire Damage
(60 to 100) Health Gained on Potion Use
+ (6 to 10) Fire Spell Damage for 4 seconds when you use a Potion
100% Chance to cast Fire Aura on Potion Use
(30% to 60%) Increased Fire Aura Area",76,82.7%,16.39%,0.89%,0.013%,0.0000030%,,,,,Volcanic Shaman (Spirits of Fire Timeline) - 50% chance,,,,,Fire Aura,"Drink deep of the flame, brothers... Immortality awaits."
Regular Unique Items,214,Stormcarved Testament,Relic,Unique,Stone Tablet,78,,,+ (36% to 44%) Physical Resistance,"+6 Spell Lightning Damage for you and your Totems
+12% Lightning Penetration for you and your Totems
+ (60 to 94) % Shock Chance for you and your Totems Grants a chance to Shock on Hit
+ (36 to 44) % Lightning Resistance for You and Your Totems
+ (60 to 94) Mana
12% Chance to summon a Storm Totem on hit (8 second cooldown)
+ 6 Attunement",78,83.72%,15.5%,0.77%,0.0096%,0.0000017%,,,,,"Lagon, God of Storms (Ending the Storm Timeline) - 6% chance (up to 48% chance with increased item rarity)",,,,Shock,Summon Storm Totem,"In ancient times it was believed that the will of Lagon could be gleaned from the patterns burned into the stones of the Scoured Reefs, and studied them at great length. Yet a wild storm needs no reason to strike where it does and the inscrutable stones were dismissed by later storm priests, who claimed it did not befit surface dwellers to decipher their god's purposes or designs."
Regular Unique Items,152,Anchor Of Oblivion,Relic,Unique,Lost Anchor,80,,,(15% to 25%) increased Armor,"(40% to 100%) increased Void Damage
+ 40% Endurance
+ (40 to 100) Endurance Threshold
When a hit leaves you below your endurance threshold you are slowed and release a powerful Wave of Void (2 second cooldown)
+ (10 to 14) Strength",80,84.72%,14.61%,0.65%,0.0072%,9.9E-7%,,,,,"Harton's Husk (Fall of the Empire Timeline, empowered only) - up to 45% chance with increased item rarity",,,,,Oblivion Wave,"Hope pulls you forward, but the anchor ever stays your feet, as is the fate of mortals."
Regular Unique Items,216,Twisted Heart Of Uhkeiros,Relic,Unique,Dragon Heart,80,,,(12% to 20%) increased Health,"(5% to 8%) of Current Health converted to Ward when you directly cast a Necrotic Spell
(5% to 8%) of Current Health converted to Ward when you directly cast an Elemental Spell
+ 1 to Level of Necrotic Spell Skills
+ 1 to Level of Elemental Spell Skills
+ (10 to 16) Strength
(10% to 16%) increased Cast Speed",80,84.72%,14.61%,0.65%,0.0072%,9.9E-7%,,,,,Emperor of Corpses (Reign of Dragons Timeline) - 6% chance (up to 48% chance with increased item rarity),,,,,,"In the blackened heart of an emperor, greed devours mercy."
Regular Unique Items,413,Shattered Worlds,Relic,Unique,Void Star,64,,,(5% to 10%) less Damage Taken,"You are immune to Slow
You have Haste Effects which trigger when gaining or refreshing Haste will occur every second
+ (1% to 5%) Critical Strike Chance
+ (1 to 10) to All Attributes
(10% to 100%) increased Effect of Frenzy on You
+ 1 to Level of All Skills",85,87.17%,12.41%,0.42%,0.0033%,2.1E-7%,,,,,Aberroth (Threshold of Eternity Woven Echo) - 20% chance (drops for host only),,,,"Slow
Haste
Frenzy",,"The unrestrained power of countless shattered timelines, condensed into a vortex of possibility"
Regular Unique Items,395,Cocooned Relic,Relic,,,,,,,Contains a random unique relic,,,,,,,,,,,,,,,,,
Regular Unique Items,343,Egg Of The Forgotten,Relic,Unique,Stone Egg,1,,,,"Can be replaced with a Unique Item that lacks both Legendary Potential and Weaver's Will
Changes into a random Unique Item if challenged or empowered",,,,,,,Can't have Legendary Potential,,,,,,,Nemesis (Minimum character level 60) - 20% chance (up to 60% chance at character level 100),,,"The lost scion of light dwells no longer among the sun, nor in the resplendent mountains of the east. It lingers only in the minds of the servants of fire, guiding the hands that carve and chisel."
Regular Unique Items,72,Orchirian'S Petals,Relic,Unique,Overgrowth Bloom,35,,,"+ 3 Attunement
+ 5% to All Resistances","8% increased Mana Regen
13% Increased Cast Speed with Physical Spells
21% Increased Critical Strike Chance with Physical Spells
34% Increased Stun Chance with Physical Spells
55% increased Health Regen
89% increased Physical Spell Damage",,,,,,,Can't have Legendary Potential,,,,,,,Orchirian The Rampant,,,"Petals harvested from the remains of Orchirian the Rampant, still bright with the light of an ancient sun."
Regular Unique Items,433,Reliquary Nest,Primordial Relic,Unique,Ancient Remains,60,,,"+ (2 to 4) to All Attributes
+ (11% to 15%) Endurance","Stats on your Non-Unique Idols have (40 to 60) % increased Effect
+ (5% to 10%) to All Resistances
(10% to 20%) increased Endurance Threshold
+ (20 to 40) Health
+ (60 to 100) Stun Avoidance",60,74.08%,23.42%,2.43%,0.078%,0.00011%,Primordial Unique item - only one Primordial item of any kind can be equipped at a time,,,"Skarven Bloodhorn
Ancient Bones x 21,500
Primordial Feather x 30
Primordial Petal x 26",,,,Rift Beast - 0.02% chance (drop chance increases with evolution and greatly increases with corruption),,,
